entry_id	Gene_name	SGD_gene_ID	Pubmed_ID	SGD_Reference	allele	description
Yeast_YDR489W_sld5-ts	YDR489W	S000002897	PMID: 18439903	SGD_REF: S000126287	sld5-ts	heat sensitivity: increased
Yeast_YDR489W_sld5-ts	YDR489W	S000002897	PMID: 18439903	SGD_REF: S000126287	sld5-ts	chromosome/plasmid maintenance: abnormal
Yeast_YDR489W_sld5-ts	YDR489W	S000002897	PMID: 18439903	SGD_REF: S000126287	sld5-ts	viability: decreased
Yeast_YDR527W_rba50-ts	YDR527W	S000002935	PMID: 18439903	SGD_REF: S000126287	rba50-ts	heat sensitivity: increased
Yeast_YDR531W_cab1-ts	YDR531W	S000002939	PMID: 18439903	SGD_REF: S000126287	cab1-ts	heat sensitivity: increased
Yeast_YEL026W_snu13-ts	YEL026W	S000000752	PMID: 18439903	SGD_REF: S000126287	snu13-ts	heat sensitivity: increased
Yeast_YER003C_pmi40-ts	YER003C	S000000805	PMID: 18439903	SGD_REF: S000126287	pmi40-ts	heat sensitivity: increased
Yeast_YER009W_ntf2-ts	YER009W	S000000811	PMID: 18439903	SGD_REF: S000126287	ntf2-ts	heat sensitivity: increased
Yeast_YER009W_ntf2-ts	YER009W	S000000811	PMID: 21552543	SGD_REF: S000145356	ntf2-ts	chromosome/plasmid maintenance: abnormal
Yeast_YER012W_pre1-ts	YER012W	S000000814	PMID: 21552543	SGD_REF: S000145356	pre1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YER012W_pre1-ts	YER012W	S000000814	PMID: 21552543	SGD_REF: S000145356	pre1-ts	colony sectoring: increased
Yeast_YER012W_pre1-ts	YER012W	S000000814	PMID: 18439903	SGD_REF: S000126287	pre1-ts	heat sensitivity: increased
Yeast_YER012W_pre1-ts	YER012W	S000000814	PMID: 20174551	SGD_REF: S000133286	pre1-ts	resistance to chemicals: decreased
Yeast_YER012W_pre1-ts	YER012W	S000000814	PMID: 20174551	SGD_REF: S000133286	pre1-ts	resistance to chemicals: decreased
Yeast_YER013W_prp22-1(tsallele)	YER013W	S000000815	PMID: 23390603	SGD_REF: S000151997	prp22-1 (ts allele)	resistance to chemicals: decreased
Yeast_YER023W_pro3-ts	YER023W	S000000825	PMID: 21552543	SGD_REF: S000145356	pro3-ts	chromosome/plasmid maintenance: abnormal
Yeast_YER023W_pro3-ts	YER023W	S000000825	PMID: 20174551	SGD_REF: S000133286	pro3-ts	colony sectoring: increased
Yeast_YER023W_pro3-ts	YER023W	S000000825	PMID: 18439903	SGD_REF: S000126287	pro3-ts	heat sensitivity: increased
Yeast_YER093C_tsc11-tsB2(L357P,Y422H,E466V,F568L,L577P,E638G)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsB2 (L357P, Y422H, E466V, F568L, L577P, E638G)	actin cytoskeleton morphology: abnormal
Yeast_YER093C_tsc11-tsB1(Y370H,F419L,H500L)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsB1 (Y370H, F419L, H500L)	actin cytoskeleton morphology: abnormal
Yeast_YER093C_tsc11-tsD1(I1008T,E1076G,K1079G,F1101S,N1142D,I1159V,I1267K,E1274G,D1276G,N1352D,N1367D)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsD1 (I1008T, E1076G, K1079G, F1101S, N1142D, I1159V, I1267K, E1274G, D1276G, N1352D, N1367D)	heat sensitivity: increased
Yeast_YER093C_tsc11-tsC1(K808T,F820S,K865E,F904V)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsC1 (K808T, F820S, K865E, F904V)	heat sensitivity: increased
Yeast_YER093C_tsc11-tsB2(L357P,Y422H,E466V,F568L,L577P,E638G)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsB2 (L357P, Y422H, E466V, F568L, L577P, E638G)	heat sensitivity: increased
Yeast_YER093C_tsc11-tsB1(Y370H,F419L,H500L)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsB1 (Y370H, F419L, H500L)	heat sensitivity: increased
Yeast_YER093C_tsc11-tsD1(I1008T,E1076G,K1079G,F1101S,N1142D,I1159V,I1267K,E1274G,D1276G,N1352D,N1367D)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsD1 (I1008T, E1076G, K1079G, F1101S, N1142D, I1159V, I1267K, E1274G, D1276G, N1352D, N1367D)	resistance to chemicals: decreased
Yeast_YER093C_tsc11-tsD1(I1008T,E1076G,K1079G,F1101S,N1142D,I1159V,I1267K,E1274G,D1276G,N1352D,N1367D)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsD1 (I1008T, E1076G, K1079G, F1101S, N1142D, I1159V, I1267K, E1274G, D1276G, N1352D, N1367D)	actin cytoskeleton morphology: abnormal
Yeast_YER093C_tsc11-tsC1(K808T,F820S,K865E,F904V)	YER093C	S000000895	PMID: 15809876	SGD_REF: S000081257	tsc11-tsC1 (K808T, F820S, K865E, F904V)	actin cytoskeleton morphology: abnormal
Yeast_YER094C_pup3-ts	YER094C	S000000896	PMID: 18439903	SGD_REF: S000126287	pup3-ts	heat sensitivity: increased
Yeast_YER147C_scc4-ts	YER147C	S000000949	PMID: 21552543	SGD_REF: S000145356	scc4-ts	colony sectoring: increased
Yeast_YER147C_scc4-ts	YER147C	S000000949	PMID: 21552543	SGD_REF: S000145356	scc4-ts	chromosome/plasmid maintenance: abnormal
Yeast_YER148W_spt15-I143N(tsallele)	YER148W	S000000950	PMID: 23390603	SGD_REF: S000151997	spt15-I143N (ts allele)	resistance to chemicals: decreased
Yeast_YER168C_cca1-ts	YER168C	S000000970	PMID: 18439903	SGD_REF: S000126287	cca1-ts	heat sensitivity: increased
Yeast_YER171W_rad3-ts1(S73F)	YER171W	S000000973	PMID: 2174856	SGD_REF: S000052283	rad3-ts1 (S73F)	UV resistance: normal
Yeast_YER171W_rad3-ts14	YER171W	S000000973	PMID: 8107780	SGD_REF: S000048160	rad3-ts14	heat sensitivity: increased
Yeast_YFL002C_spb4-ts	YFL002C	S000001894	PMID: 18439903	SGD_REF: S000126287	spb4-ts	heat sensitivity: increased
Yeast_YFL009W_cdc4-ts	YFL009W	S000001885	PMID: 18439903	SGD_REF: S000126287	cdc4-ts	heat sensitivity: increased
Yeast_YFL017C_gna1-ts	YFL017C	S000001877	PMID: 18439903	SGD_REF: S000126287	gna1-ts	heat sensitivity: increased
Yeast_YFL022C_frs2-ts	YFL022C	S000001872	PMID: 18439903	SGD_REF: S000126287	frs2-ts	heat sensitivity: increased
Yeast_YFL024C_epl1-1(temperaturesensitive)	YFL024C	S000001870	PMID: 22539722	SGD_REF: S000149758	epl1-1 (temperature sensitive)	autophagy: decreased
Yeast_YFL034C-B_mob2-24(tsallele)	YFL034C-B	S000001859	PMID: 23390603	SGD_REF: S000151997	mob2-24 (ts allele)	resistance to chemicals: decreased
Yeast_YFL034C-B_mob2-28(tsallele)	YFL034C-B	S000001859	PMID: 23390603	SGD_REF: S000151997	mob2-28 (ts allele)	resistance to chemicals: decreased
Yeast_YFL034C-B_mob2-24(tsallele)	YFL034C-B	S000001859	PMID: 23390603	SGD_REF: S000151997	mob2-24 (ts allele)	resistance to chemicals: decreased
Yeast_YFL036W_rpo41-(pet-ts798)	YFL036W	S000001858	PMID: 2693937	SGD_REF: S000050574	rpo41-(pet-ts798)	respiratory growth: absent
Yeast_YFL039C_act1-2(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-2 (ts allele)	resistance to chemicals: decreased
Yeast_YFL039C_act1-4(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-4 (ts allele)	resistance to chemicals: decreased
Yeast_YFL039C_act1-133(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-133 (ts allele)	resistance to chemicals: decreased
Yeast_YFL039C_act1-133(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-133 (ts allele)	resistance to chemicals: decreased
Yeast_YFL039C_act1-133(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-133 (ts allele)	resistance to chemicals: decreased
Yeast_YFL039C_act1-136(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-136 (ts allele)	resistance to chemicals: decreased
Yeast_YFL039C_act1-2(tsallele)	YFL039C	S000001855	PMID: 23390603	SGD_REF: S000151997	act1-2 (ts allele)	resistance to chemicals: decreased
Yeast_YFR005C_sad1-1(tsallele)	YFR005C	S000001901	PMID: 23390603	SGD_REF: S000151997	sad1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YFR031C_smc2-8(tsallele)	YFR031C	S000001927	PMID: 23390603	SGD_REF: S000151997	smc2-8 (ts allele)	resistance to chemicals: decreased
Yeast_YFR037C_rsc8-ts21	YFR037C	S000001933	PMID: 21552543	SGD_REF: S000145356	rsc8-ts21	colony sectoring: increased
Yeast_YFR042W_keg1-ts	YFR042W	S000001938	PMID: 18439903	SGD_REF: S000126287	keg1-ts	heat sensitivity: increased
Yeast_YFR042W_keg1-ts	YFR042W	S000001938	PMID: 18439903	SGD_REF: S000126287	keg1-ts	colony sectoring: increased
Yeast_YFR042W_keg1-ts/keg1-ts	YFR042W	S000001938	PMID: 18439903	SGD_REF: S000126287	keg1-ts/keg1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YFR042W_keg1-ts	YFR042W	S000001938	PMID: 18439903	SGD_REF: S000126287	keg1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YFR050C_pre4-ts	YFR050C	S000001946	PMID: 18439903	SGD_REF: S000126287	pre4-ts	heat sensitivity: increased
Yeast_YFR050C_pre4-ts	YFR050C	S000001946	PMID: 20174551	SGD_REF: S000133286	pre4-ts	resistance to chemicals: decreased
Yeast_YFR050C_pre4-ts	YFR050C	S000001946	PMID: 20174551	SGD_REF: S000133286	pre4-ts	colony sectoring: increased
Yeast_YFR050C_pre4-ts	YFR050C	S000001946	PMID: 20174551	SGD_REF: S000133286	pre4-ts	resistance to chemicals: decreased
Yeast_YGL011C_scl1-ts	YGL011C	S000002979	PMID: 18439903	SGD_REF: S000126287	scl1-ts	heat sensitivity: increased
Yeast_YGL011C_scl1-ts	YGL011C	S000002979	PMID: 20174551	SGD_REF: S000133286	scl1-ts	resistance to chemicals: decreased
Yeast_YGL011C_scl1-ts	YGL011C	S000002979	PMID: 20174551	SGD_REF: S000133286	scl1-ts	colony sectoring: increased
Yeast_YGL011C_scl1-ts	YGL011C	S000002979	PMID: 20174551	SGD_REF: S000133286	scl1-ts	resistance to chemicals: decreased
Yeast_YGL030W_rpl30-ts	YGL030W	S000002998	PMID: 21552543	SGD_REF: S000145356	rpl30-ts	colony sectoring: increased
Yeast_YGL030W_rpl30-ts	YGL030W	S000002998	PMID: 21552543	SGD_REF: S000145356	rpl30-ts	chromosome/plasmid maintenance: abnormal
Yeast_YGL073W_hsf1-848(tsallele)	YGL073W	S000003041	PMID: 23390603	SGD_REF: S000151997	hsf1-848 (ts allele)	resistance to chemicals: decreased
Yeast_YGL075C_mps2-1(tsallele)	YGL075C	S000003043	PMID: 23390603	SGD_REF: S000151997	mps2-1 (ts allele)	resistance to chemicals: decreased
Yeast_YGL075C_mps2-2(tsallele)	YGL075C	S000003043	PMID: 23390603	SGD_REF: S000151997	mps2-2 (ts allele)	resistance to chemicals: decreased
Yeast_YGL091C_nbp35-ts	YGL091C	S000003059	PMID: 18439903	SGD_REF: S000126287	nbp35-ts	heat sensitivity: increased
Yeast_YGL097W_srm1-ts	YGL097W	S000003065	PMID: 21552543	SGD_REF: S000145356	srm1-ts	colony sectoring: increased
Yeast_YGL098W_use1-ts(tsallele)	YGL098W	S000003066	PMID: 21552543	SGD_REF: S000145356	use1-ts (ts allele)	colony sectoring: increased
Yeast_YGL098W_use1-ts(tsallele)	YGL098W	S000003066	PMID: 23390603	SGD_REF: S000151997	use1-ts (ts allele)	resistance to chemicals: decreased
Yeast_YGL098W_use1-ts(tsallele)	YGL098W	S000003066	PMID: 24336748	SGD_REF: S000156475	use1-ts (ts allele)	mutation frequency: increased
Yeast_YGL111W_nsa1-ts	YGL111W	S000003079	PMID: 18439903	SGD_REF: S000126287	nsa1-ts	heat sensitivity: increased
Yeast_YGL112C_taf6-ts(tsallele)	YGL112C	S000003080	PMID: 23390603	SGD_REF: S000151997	taf6-ts (ts allele)	resistance to chemicals: decreased
Yeast_YGL113W_sld3-ts	YGL113W	S000003081	PMID: 21552543	SGD_REF: S000145356	sld3-ts	colony sectoring: increased
Yeast_YGL113W_sld3-ts	YGL113W	S000003081	PMID: 18439903	SGD_REF: S000126287	sld3-ts	heat sensitivity: increased
Yeast_YGL120C_prp43-ts2(tsallele)	YGL120C	S000003088	PMID: 23390603	SGD_REF: S000151997	prp43-ts2 (ts allele)	resistance to chemicals: decreased
Yeast_YGL120C_prp43-ts2	YGL120C	S000003088	PMID: 25721128	SGD_REF: S000179429	prp43-ts2	protein/peptide accumulation: decreased
Yeast_YGL142C_gpi10-ts	YGL142C	S000003110	PMID: 18439903	SGD_REF: S000126287	gpi10-ts	heat sensitivity: increased
Yeast_YGL142C_gpi10-ts	YGL142C	S000003110	PMID: 20174551	SGD_REF: S000133286	gpi10-ts	colony sectoring: increased
Yeast_YGL180W_atg1-ts	YGL180W	S000003148	PMID: 26565778	SGD_REF: S000182026	atg1-ts	protein/peptide distribution: abnormal
Yeast_YGL180W_atg1-(apg1-ts)	YGL180W	S000003148	PMID: 11689437	SGD_REF: S000068967	atg1-(apg1-ts)	autophagy: absent
Yeast_YGL180W_atg1-(apg1-ts)	YGL180W	S000003148	PMID: 11689437	SGD_REF: S000068967	atg1-(apg1-ts)	protein/peptide modification: absent
Yeast_YGL201C_mcm6-ts	YGL201C	S000003169	PMID: 21552543	SGD_REF: S000145356	mcm6-ts	chromosome/plasmid maintenance: abnormal
Yeast_YGL206C_chc1-ts	YGL206C	S000003174	PMID: 20150898	SGD_REF: S000133099	chc1-ts	protein/peptide distribution: abnormal
Yeast_YGL207W_spt16-ts	YGL207W	S000003175	PMID: 21552543	SGD_REF: S000145356	spt16-ts	chromosome/plasmid maintenance: abnormal
Yeast_YGL225W_vrg4-ts	YGL225W	S000003193	PMID: 18439903	SGD_REF: S000126287	vrg4-ts	heat sensitivity: increased
Yeast_YGL245W_gus1-ts	YGL245W	S000003214	PMID: 18439903	SGD_REF: S000126287	gus1-ts	heat sensitivity: increased
Yeast_YGL245W_gus1-ts	YGL245W	S000003214	PMID: 21552543	SGD_REF: S000145356	gus1-ts	colony sectoring: increased
Yeast_YGL247W_brr6-ts	YGL247W	S000003216	PMID: 18439903	SGD_REF: S000126287	brr6-ts	vegetative growth: decreased
Yeast_YGR002C_swc4-ts	YGR002C	S000003234	PMID: 21552543	SGD_REF: S000145356	swc4-ts	chromosome/plasmid maintenance: abnormal
Yeast_YGR002C_swc4-ts	YGR002C	S000003234	PMID: 18439903	SGD_REF: S000126287	swc4-ts	heat sensitivity: increased
Yeast_YGR002C_swc4-ts	YGR002C	S000003234	PMID: 18439903	SGD_REF: S000126287	swc4-ts	colony sectoring: increased
Yeast_YGR002C_swc4-ts	YGR002C	S000003234	PMID: 18439903	SGD_REF: S000126287	swc4-ts	chromosome/plasmid maintenance: abnormal
Yeast_YGR002C_swc4-ts	YGR002C	S000003234	PMID: 18439903	SGD_REF: S000126287	swc4-ts	chromosome/plasmid maintenance: abnormal
Yeast_YGR005C_tfg2-ts	YGR005C	S000003237	PMID: 18439903	SGD_REF: S000126287	tfg2-ts	heat sensitivity: increased
Yeast_YGR013W_snu71-ts	YGR013W	S000003245	PMID: 18439903	SGD_REF: S000126287	snu71-ts	heat sensitivity: increased
Yeast_YGR029W_erv1-(pet-ts492)	YGR029W	S000003261	PMID: 1552903	SGD_REF: S000039836	erv1-(pet-ts492)	respiratory growth: absent
Yeast_YGR029W_erv1-ts	YGR029W	S000003261	PMID: 18439903	SGD_REF: S000126287	erv1-ts	heat sensitivity: increased
Yeast_YGR046W_tam41-ts	YGR046W	S000003278	PMID: 18439903	SGD_REF: S000126287	tam41-ts	heat sensitivity: increased
Yeast_YGR048W_ufd1-2(tsallele)	YGR048W	S000003280	PMID: 23390603	SGD_REF: S000151997	ufd1-2 (ts allele)	resistance to chemicals: decreased
Yeast_YGR113W_dam1-1(tsallele)	YGR113W	S000003345	PMID: 23390603	SGD_REF: S000151997	dam1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YGR119C_nup57-ts	YGR119C	S000003351	PMID: 18439903	SGD_REF: S000126287	nup57-ts	heat sensitivity: increased
Yeast_YGR128C_utp8-ts	YGR128C	S000003360	PMID: 18439903	SGD_REF: S000126287	utp8-ts	heat sensitivity: increased
Yeast_YGR145W_enp2-ts	YGR145W	S000003377	PMID: 18439903	SGD_REF: S000126287	enp2-ts	RNA accumulation: decreased
Yeast_YGR145W_enp2-ts	YGR145W	S000003377	PMID: 18439903	SGD_REF: S000126287	enp2-ts	heat sensitivity: increased
Yeast_YGR156W_pti1-ts7	YGR156W	S000003388	PMID: 21552543	SGD_REF: S000145356	pti1-ts7	chromosome/plasmid maintenance: abnormal
Yeast_YGR156W_pti1-ts7	YGR156W	S000003388	PMID: 21552543	SGD_REF: S000145356	pti1-ts7	colony sectoring: increased
Yeast_YGR172C_yip1-ts	YGR172C	S000003404	PMID: 18439903	SGD_REF: S000126287	yip1-ts	heat sensitivity: increased
Yeast_YGR195W_ski6-ts	YGR195W	S000003427	PMID: 18439903	SGD_REF: S000126287	ski6-ts	heat sensitivity: increased
Yeast_YGR251W_nop19-ts	YGR251W	S000003483	PMID: 18439903	SGD_REF: S000126287	nop19-ts	vegetative growth: decreased
Yeast_YGR253C_pup2-ts	YGR253C	S000003485	PMID: 18439903	SGD_REF: S000126287	pup2-ts	heat sensitivity: increased
Yeast_YGR253C_pup2-ts	YGR253C	S000003485	PMID: 20174551	SGD_REF: S000133286	pup2-ts	resistance to chemicals: decreased
Yeast_YGR253C_pup2-ts	YGR253C	S000003485	PMID: 20174551	SGD_REF: S000133286	pup2-ts	resistance to chemicals: decreased
Yeast_YGR253C_pup2-ts	YGR253C	S000003485	PMID: 20174551	SGD_REF: S000133286	pup2-ts	colony sectoring: increased
Yeast_YGR277C_cab4-ts	YGR277C	S000003509	PMID: 18439903	SGD_REF: S000126287	cab4-ts	heat sensitivity: increased
Yeast_YGR278W_cwc22-ts	YGR278W	S000003510	PMID: 18439903	SGD_REF: S000126287	cwc22-ts	heat sensitivity: increased
Yeast_YHR019C_ded81-ts	YHR019C	S000001061	PMID: 18439903	SGD_REF: S000126287	ded81-ts	heat sensitivity: increased
Yeast_YHR020W_yhr020w-ts	YHR020W	S000001062	PMID: 18439903	SGD_REF: S000126287	yhr020w-ts	colony sectoring: increased
Yeast_YHR020W_yhr020w-ts	YHR020W	S000001062	PMID: 18439903	SGD_REF: S000126287	yhr020w-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR020W_yhr020w-ts	YHR020W	S000001062	PMID: 18439903	SGD_REF: S000126287	yhr020w-ts	heat sensitivity: increased
Yeast_YHR020W_yhr020w-ts	YHR020W	S000001062	PMID: 18439903	SGD_REF: S000126287	yhr020w-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR036W_brl1-ts	YHR036W	S000001078	PMID: 18439903	SGD_REF: S000126287	brl1-ts	heat sensitivity: increased
Yeast_YHR040W_bcd1-ts	YHR040W	S000001082	PMID: 18439903	SGD_REF: S000126287	bcd1-ts	heat sensitivity: increased
Yeast_YHR058C_med6-ts2(sixmissensemutations:Q49L,I68L,L94P,F125Y,R132G,F194L)	YHR058C	S000001100	PMID: 9234719	SGD_REF: S000049379	med6-ts2 (six missense mutations: Q49L, I68L, L94P, F125Y, R132G, F194L)	heat sensitivity: increased
Yeast_YHR058C_med6-ts	YHR058C	S000001100	PMID: 18439903	SGD_REF: S000126287	med6-ts	heat sensitivity: increased
Yeast_YHR065C_rrp3-ts	YHR065C	S000001107	PMID: 21552543	SGD_REF: S000145356	rrp3-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR070W_trm5-ts	YHR070W	S000001112	PMID: 20174551	SGD_REF: S000133286	trm5-ts	colony sectoring: increased
Yeast_YHR070W_trm5-ts	YHR070W	S000001112	PMID: 18439903	SGD_REF: S000126287	trm5-ts	heat sensitivity: increased
Yeast_YHR085W_ipi1-ts	YHR085W	S000001127	PMID: 18439903	SGD_REF: S000126287	ipi1-ts	heat sensitivity: increased
Yeast_YHR085W_ipi1-td(temperature-inducibledegron)	YHR085W	S000001127	PMID: 22421151	SGD_REF: S000148858	ipi1-td (temperature-inducible degron)	chromosome/plasmid maintenance: abnormal
Yeast_YHR088W_rpf1-ts	YHR088W	S000001130	PMID: 18439903	SGD_REF: S000126287	rpf1-ts	heat sensitivity: increased
Yeast_YHR101C_big1-ts	YHR101C	S000001143	PMID: 18439903	SGD_REF: S000126287	big1-ts	heat sensitivity: increased
Yeast_YHR101C_big1-ts	YHR101C	S000001143	PMID: 20174551	SGD_REF: S000133286	big1-ts	colony sectoring: increased
Yeast_YHR118C_orc6-ts	YHR118C	S000001160	PMID: 18439903	SGD_REF: S000126287	orc6-ts	heat sensitivity: increased
Yeast_YHR118C_orc6-ts	YHR118C	S000001160	PMID: 20174551	SGD_REF: S000133286	orc6-ts	colony sectoring: increased
Yeast_YHR118C_orc6-ts	YHR118C	S000001160	PMID: 21552543	SGD_REF: S000145356	orc6-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR122W_yhr122w-ts	YHR122W	S000001164	PMID: 18439903	SGD_REF: S000126287	yhr122w-ts	colony sectoring: increased
Yeast_YHR122W_yhr122w-ts	YHR122W	S000001164	PMID: 18439903	SGD_REF: S000126287	yhr122w-ts	heat sensitivity: increased
Yeast_YHR122W_yhr122w-ts	YHR122W	S000001164	PMID: 18439903	SGD_REF: S000126287	yhr122w-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR122W_yhr122w-ts	YHR122W	S000001164	PMID: 18439903	SGD_REF: S000126287	yhr122w-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR164C_dna2-2(tsallele)	YHR164C	S000001207	PMID: 23390603	SGD_REF: S000151997	dna2-2 (ts allele)	resistance to chemicals: decreased
Yeast_YHR172W_spc97-ts	YHR172W	S000001215	PMID: 21552543	SGD_REF: S000145356	spc97-ts	chromosome/plasmid maintenance: abnormal
Yeast_YHR186C_kog1-1(tsallele)	YHR186C	S000001229	PMID: 23390603	SGD_REF: S000151997	kog1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YHR188C_gpi16-ts	YHR188C	S000001231	PMID: 18439903	SGD_REF: S000126287	gpi16-ts	heat sensitivity: increased
Yeast_YHR190W_erg9-ts	YHR190W	S000001233	PMID: 18439903	SGD_REF: S000126287	erg9-ts	heat sensitivity: increased
Yeast_YHR196W_utp9-ts	YHR196W	S000001239	PMID: 18439903	SGD_REF: S000126287	utp9-ts	heat sensitivity: increased
Yeast_YHR197W_rix1-ts	YHR197W	S000001240	PMID: 18439903	SGD_REF: S000126287	rix1-ts	heat sensitivity: increased
Yeast_YHR197W_rix1-(ipi2-td)(temperature-inducibledegron)	YHR197W	S000001240	PMID: 22421151	SGD_REF: S000148858	rix1-(ipi2-td) (temperature-inducible degron)	chromosome/plasmid maintenance: abnormal
Yeast_YIL022W_tim44-ts	YIL022W	S000001284	PMID: 18439903	SGD_REF: S000126287	tim44-ts	heat sensitivity: increased
Yeast_YIL061C_snp1-ts	YIL061C	S000001323	PMID: 21552543	SGD_REF: S000145356	snp1-ts	colony sectoring: increased
Yeast_YIL083C_cab2-ts	YIL083C	S000001345	PMID: 18439903	SGD_REF: S000126287	cab2-ts	heat sensitivity: increased
Yeast_YIL104C_shq1-ts	YIL104C	S000001366	PMID: 18439903	SGD_REF: S000126287	shq1-ts	heat sensitivity: increased
Yeast_YIL118W_rho3-Ser228(tsallele)	YIL118W	S000001380	PMID: 23390603	SGD_REF: S000151997	rho3-Ser228 (ts allele)	resistance to chemicals: decreased
Yeast_YIL126W_sth1-2(tsallele)	YIL126W	S000001388	PMID: 23390603	SGD_REF: S000151997	sth1-2 (ts allele)	resistance to chemicals: decreased
Yeast_YIL143C_ssl2-ts	YIL143C	S000001405	PMID: 21552543	SGD_REF: S000145356	ssl2-ts	colony sectoring: increased
Yeast_YIL147C_sln1-ts4	YIL147C	S000001409	PMID: 19477922	SGD_REF: S000130464	sln1-ts4	cell cycle progression in S phase: delayed
Yeast_YIR008C_pri1-ts	YIR008C	S000001447	PMID: 21552543	SGD_REF: S000145356	pri1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YIR011C_sts1-ts	YIR011C	S000001450	PMID: 18439903	SGD_REF: S000126287	sts1-ts	heat sensitivity: increased
Yeast_YIR011C_sts1-ts	YIR011C	S000001450	PMID: 20174551	SGD_REF: S000133286	sts1-ts	colony sectoring: increased
Yeast_YIR012W_sqt1-201(tsallele)	YIR012W	S000001451	PMID: 23390603	SGD_REF: S000151997	sqt1-201 (ts allele)	resistance to chemicals: decreased
Yeast_YJL010C_nop9-ts	YJL010C	S000003547	PMID: 18439903	SGD_REF: S000126287	nop9-ts	heat sensitivity: increased
Yeast_YJL019W_mps3-1(tsallele)	YJL019W	S000003556	PMID: 23390603	SGD_REF: S000151997	mps3-1 (ts allele)	resistance to chemicals: decreased
Yeast_YJL019W_mps3-7(tsallele)	YJL019W	S000003556	PMID: 23390603	SGD_REF: S000151997	mps3-7 (ts allele)	resistance to chemicals: decreased
Yeast_YJL019W_mps3-7(tsallele)	YJL019W	S000003556	PMID: 23390603	SGD_REF: S000151997	mps3-7 (ts allele)	resistance to chemicals: decreased
Yeast_YJL025W_rrn7-ts	YJL025W	S000003562	PMID: 18439903	SGD_REF: S000126287	rrn7-ts	heat sensitivity: increased
Yeast_YJL031C_bet4-ts	YJL031C	S000003568	PMID: 21552543	SGD_REF: S000145356	bet4-ts	colony sectoring: increased
Yeast_YJL035C_tad2-ts	YJL035C	S000003572	PMID: 18439903	SGD_REF: S000126287	tad2-ts	heat sensitivity: increased
Yeast_YJL069C_utp18-ts	YJL069C	S000003605	PMID: 18439903	SGD_REF: S000126287	utp18-ts	heat sensitivity: increased
Yeast_YJL069C_utp18-ts	YJL069C	S000003605	PMID: 18439903	SGD_REF: S000126287	utp18-ts	RNA accumulation: decreased
Yeast_YJL072C_psf2-ts	YJL072C	S000003608	PMID: 18439903	SGD_REF: S000126287	psf2-ts	colony sectoring: increased
Yeast_YJL072C_psf2-ts	YJL072C	S000003608	PMID: 18439903	SGD_REF: S000126287	psf2-ts	viability: decreased
Yeast_YJL072C_psf2-ts	YJL072C	S000003608	PMID: 18439903	SGD_REF: S000126287	psf2-ts	chromosome/plasmid maintenance: abnormal
Yeast_YJL072C_psf2-ts	YJL072C	S000003608	PMID: 18439903	SGD_REF: S000126287	psf2-ts	heat sensitivity: increased
Yeast_YJL081C_arp4-G161D(tsallele)	YJL081C	S000003617	PMID: 23390603	SGD_REF: S000151997	arp4-G161D (ts allele)	resistance to chemicals: decreased
Yeast_YJL097W_phs1-ts	YJL097W	S000003633	PMID: 18439903	SGD_REF: S000126287	phs1-ts	heat sensitivity: increased
Yeast_YJL167W_erg20-ts	YJL167W	S000003703	PMID: 21552543	SGD_REF: S000145356	erg20-ts	colony sectoring: increased
Yeast_YJL194W_cdc6-1(tsallele)	YJL194W	S000003730	PMID: 23390603	SGD_REF: S000151997	cdc6-1 (ts allele)	resistance to chemicals: decreased
Yeast_YJR002W_mpp10-ts	YJR002W	S000003762	PMID: 18439903	SGD_REF: S000126287	mpp10-ts	heat sensitivity: increased
